id,coordinates,Start_Date,End_Date
269537,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269538,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269539,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269540,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269541,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,640.0
269542,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,640.0
269543,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269544,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,300.0
269545,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,640.0
269546,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269547,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269548,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269549,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269550,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269551,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269552,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269553,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269554,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,300.0
269555,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,300.0
269556,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269557,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269558,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,640.0
269559,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269560,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269561,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-330.0,300.0
269562,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269563,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
269564,"[[[-5.0, 36.0], [3.0, 36.0], [3.0, 41.0], [-5.0, 41.0], [-5.0, 36.0]]]",-30.0,640.0
277087,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277088,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277089,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277090,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277091,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277092,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277093,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277094,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
277095,"[[[-7.0, 33.0], [-4.0, 33.0], [-4.0, 36.5], [-7.0, 36.5], [-7.0, 33.0]]]",-30.0,640.0
289167,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289168,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289169,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289170,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,300.0
289171,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289172,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289173,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289174,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289175,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289176,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289177,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289178,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
289179,"[[[-5.0, 32.0], [3.0, 32.0], [3.0, 36.0], [-5.0, 36.0], [-5.0, 32.0]]]",-30.0,640.0
267702571,"[[12.4918062, 41.8863265], [12.4912137, 41.8864011], [12.4906341, 41.8864422]]",1700.0,2100.0
141187,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141188,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141189,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141190,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141191,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141192,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141193,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141194,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141195,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141196,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141197,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141198,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141199,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141200,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141201,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141202,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141203,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141204,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141205,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141206,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141207,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141208,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141209,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141210,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141211,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141212,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141213,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141214,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141215,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141216,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
141217,"[[[-5.0, 44.0], [4.0, 44.0], [4.0, 48.0], [-5.0, 48.0], [-5.0, 44.0]]]",-30.0,640.0
90602,"[[[-7.0, 53.0], [1.0, 53.0], [1.0, 60.0], [-7.0, 60.0], [-7.0, 53.0]]]",-30.0,640.0
90603,"[[[-7.0, 53.0], [1.0, 53.0], [1.0, 60.0], [-7.0, 60.0], [-7.0, 53.0]]]",-30.0,300.0
348068,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-30.0,640.0
348069,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-330.0,640.0
348070,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-30.0,300.0
348071,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-30.0,640.0
348072,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-30.0,300.0
348073,"[[[8.0, 30.0], [16.0, 30.0], [16.0, 34.0], [8.0, 34.0], [8.0, 30.0]]]",-30.0,640.0
364667,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-330.0,640.0
364668,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,640.0
364669,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,300.0
364670,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,640.0
364671,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,640.0
364672,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,300.0
364673,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,300.0
364674,"[[[15.0, 29.0], [21.0, 29.0], [21.0, 32.0], [15.0, 32.0], [15.0, 29.0]]]",-30.0,300.0
375992,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-550.0,640.0
375993,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
375994,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
375995,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-750.0,640.0
375996,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
375998,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-750.0,640.0
375999,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376000,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376001,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-750.0,640.0
376002,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-750.0,640.0
376003,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376004,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376005,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376006,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376007,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376008,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-330.0,640.0
376009,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-550.0,640.0
376010,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-550.0,640.0
376011,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376012,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-30.0,640.0
376013,"[[[19.0, 29.0], [24.0, 29.0], [24.0, 33.0], [19.0, 33.0], [19.0, 29.0]]]",-750.0,640.0
552662,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552663,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552664,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552665,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552666,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552667,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552668,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552669,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552670,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552671,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552672,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552673,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552674,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552675,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552676,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552677,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552678,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-550.0,-330.0
552680,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552681,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552682,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552683,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552684,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552685,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552686,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
552687,"[[[25.0, 38.0], [29.0, 38.0], [29.0, 40.5], [25.0, 40.5], [25.0, 38.0]]]",-30.0,640.0
570198,"[[[22.5, 37.5], [23.0, 37.5], [23.0, 38.0], [22.5, 38.0], [22.5, 37.5]]]",-750.0,300.0
83052,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83053,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83054,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83055,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83056,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83057,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83058,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
83059,"[[[-7.0, 49.0], [3.0, 49.0], [3.0, 54.0], [-7.0, 54.0], [-7.0, 49.0]]]",-30.0,640.0
847112,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847113,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847114,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847115,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847116,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847117,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-330.0,640.0
847118,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847119,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847120,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
847121,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,300.0
847122,"[[[30.0, 39.0], [36.0, 39.0], [36.0, 43.0], [30.0, 43.0], [30.0, 39.0]]]",-30.0,640.0
621367,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621368,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621369,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621370,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621371,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621372,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-330.0,640.0
621373,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,300.0
621374,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621375,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621376,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621377,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621378,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621379,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-330.0,640.0
621380,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621381,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
621382,"[[[32.0, 38.0], [36.0, 38.0], [36.0, 40.0], [32.0, 40.0], [32.0, 38.0]]]",-30.0,640.0
630427,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630428,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630429,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630430,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630431,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630432,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630433,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630434,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630435,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630436,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630437,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630438,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630439,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630440,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630441,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
630442,"[[[35.0, 38.0], [39.5, 38.0], [39.5, 40.0], [35.0, 40.0], [35.0, 38.0]]]",,
